County,Cases,Percentage,Published_date,Source,3
Clare,315,1.3,,https://www.gov.ie/en/press-release/7b15e6-statement-from-the-national-public-health-emergency-team-monday-18-m/,
Cork,1361,5.7,,https://www.gov.ie/en/press-release/7b15e6-statement-from-the-national-public-health-emergency-team-monday-18-m/,
Donegal,475,2,,https://www.gov.ie/en/press-release/7b15e6-statement-from-the-national-public-health-emergency-team-monday-18-m/,
Dublin,11693,48.6,,https://www.gov.ie/en/press-release/7b15e6-statement-from-the-national-public-health-emergency-team-monday-18-m/,
Galway,432,1.8,,https://www.gov.ie/en/press-release/7b15e6-statement-from-the-national-public-health-emergency-team-monday-18-m/,
Kerry,307,1.3,,https://www.gov.ie/en/press-release/7b15e6-statement-from-the-national-public-health-emergency-team-monday-18-m/,
Kildare,1367,5.7,,https://www.gov.ie/en/press-release/7b15e6-statement-from-the-national-public-health-emergency-team-monday-18-m/,
Kilkenny,300,1.2,,https://www.gov.ie/en/press-release/7b15e6-statement-from-the-national-public-health-emergency-team-monday-18-m/,
Laois,253,1.1,,https://www.gov.ie/en/press-release/7b15e6-statement-from-the-national-public-health-emergency-team-monday-18-m/,
Leitrim,79,0.3,,https://www.gov.ie/en/press-release/7b15e6-statement-from-the-national-public-health-emergency-team-monday-18-m/,
Limerick,602,2.5,,https://www.gov.ie/en/press-release/7b15e6-statement-from-the-national-public-health-emergency-team-monday-18-m/,
Longford,279,1.2,,https://www.gov.ie/en/press-release/7b15e6-statement-from-the-national-public-health-emergency-team-monday-18-m/,
Louth,740,3.1,,https://www.gov.ie/en/press-release/7b15e6-statement-from-the-national-public-health-emergency-team-monday-18-m/,
Mayo,552,2.3,,https://www.gov.ie/en/press-release/7b15e6-statement-from-the-national-public-health-emergency-team-monday-18-m/,
Meath,780,3.2,,https://www.gov.ie/en/press-release/7b15e6-statement-from-the-national-public-health-emergency-team-monday-18-m/,
Monaghan,480,2,,https://www.gov.ie/en/press-release/7b15e6-statement-from-the-national-public-health-emergency-team-monday-18-m/,
Offaly,459,1.9,,https://www.gov.ie/en/press-release/7b15e6-statement-from-the-national-public-health-emergency-team-monday-18-m/,
Roscommon,304,1.3,,https://www.gov.ie/en/press-release/7b15e6-statement-from-the-national-public-health-emergency-team-monday-18-m/,
Sligo,129,0.5,,https://www.gov.ie/en/press-release/7b15e6-statement-from-the-national-public-health-emergency-team-monday-18-m/,
Tipperary,524,2.2,,https://www.gov.ie/en/press-release/7b15e6-statement-from-the-national-public-health-emergency-team-monday-18-m/,
Waterford,147,0.6,,https://www.gov.ie/en/press-release/7b15e6-statement-from-the-national-public-health-emergency-team-monday-18-m/,
Westmeath,654,2.7,,https://www.gov.ie/en/press-release/7b15e6-statement-from-the-national-public-health-emergency-team-monday-18-m/,
Wexford,212,0.9,,https://www.gov.ie/en/press-release/7b15e6-statement-from-the-national-public-health-emergency-team-monday-18-m/,
Wicklow,657,2.7,,https://www.gov.ie/en/press-release/7b15e6-statement-from-the-national-public-health-emergency-team-monday-18-m/,
Carlow,146,0.6,,https://www.gov.ie/en/press-release/772d92-statement-from-the-national-public-health-emergency-team-sunday-17-m/,
Cavan,781,3.3,,https://www.gov.ie/en/press-release/772d92-statement-from-the-national-public-health-emergency-team-sunday-17-m/,
Clare,314,1.3,,https://www.gov.ie/en/press-release/772d92-statement-from-the-national-public-health-emergency-team-sunday-17-m/,
Cork,1352,5.6,,https://www.gov.ie/en/press-release/772d92-statement-from-the-national-public-health-emergency-team-sunday-17-m/,
Donegal,475,2,,https://www.gov.ie/en/press-release/772d92-statement-from-the-national-public-health-emergency-team-sunday-17-m/,
Dublin,11666,48.8,,https://www.gov.ie/en/press-release/772d92-statement-from-the-national-public-health-emergency-team-sunday-17-m/,
Galway,418,1.7,,https://www.gov.ie/en/press-release/772d92-statement-from-the-national-public-health-emergency-team-sunday-17-m/,
Kerry,307,1.3,,https://www.gov.ie/en/press-release/772d92-statement-from-the-national-public-health-emergency-team-sunday-17-m/,
Kildare,1361,5.7,,https://www.gov.ie/en/press-release/772d92-statement-from-the-national-public-health-emergency-team-sunday-17-m/,
Kilkenny,298,1.2,,https://www.gov.ie/en/press-release/772d92-statement-from-the-national-public-health-emergency-team-sunday-17-m/,
Laois,253,1.1,,https://www.gov.ie/en/press-release/772d92-statement-from-the-national-public-health-emergency-team-sunday-17-m/,
Leitrim,79,0.3,,https://www.gov.ie/en/press-release/772d92-statement-from-the-national-public-health-emergency-team-sunday-17-m/,
Limerick,601,2.5,,https://www.gov.ie/en/press-release/772d92-statement-from-the-national-public-health-emergency-team-sunday-17-m/,
Longford,277,1.2,,https://www.gov.ie/en/press-release/772d92-statement-from-the-national-public-health-emergency-team-sunday-17-m/,
Louth,739,3.1,,https://www.gov.ie/en/press-release/772d92-statement-from-the-national-public-health-emergency-team-sunday-17-m/,
Mayo,547,2.3,,https://www.gov.ie/en/press-release/772d92-statement-from-the-national-public-health-emergency-team-sunday-17-m/,
Meath,778,3.2,,https://www.gov.ie/en/press-release/772d92-statement-from-the-national-public-health-emergency-team-sunday-17-m/,
Monaghan,480,2,,https://www.gov.ie/en/press-release/772d92-statement-from-the-national-public-health-emergency-team-sunday-17-m/,
Offaly,459,1.9,,https://www.gov.ie/en/press-release/772d92-statement-from-the-national-public-health-emergency-team-sunday-17-m/,
Roscommon,301,1.3,,https://www.gov.ie/en/press-release/772d92-statement-from-the-national-public-health-emergency-team-sunday-17-m/,
Sligo,129,0.5,,https://www.gov.ie/en/press-release/772d92-statement-from-the-national-public-health-emergency-team-sunday-17-m/,
Tipperary,523,2.2,,https://www.gov.ie/en/press-release/772d92-statement-from-the-national-public-health-emergency-team-sunday-17-m/,
Waterford,146,0.6,,https://www.gov.ie/en/press-release/772d92-statement-from-the-national-public-health-emergency-team-sunday-17-m/,
Westmeath,655,2.7,,https://www.gov.ie/en/press-release/772d92-statement-from-the-national-public-health-emergency-team-sunday-17-m/,
Wexford,212,0.9,,https://www.gov.ie/en/press-release/772d92-statement-from-the-national-public-health-emergency-team-sunday-17-m/,
Wicklow,656,2.7,,https://www.gov.ie/en/press-release/772d92-statement-from-the-national-public-health-emergency-team-sunday-17-m/,
Carlow,144,0.6,,https://www.gov.ie/en/press-release/dfc259-statement-from-the-national-public-health-emergency-team-saturday-16/,
Cavan,776,3.2,,https://www.gov.ie/en/press-release/dfc259-statement-from-the-national-public-health-emergency-team-saturday-16/,
Clare,314,1.3,,https://www.gov.ie/en/press-release/dfc259-statement-from-the-national-public-health-emergency-team-saturday-16/,
Cork,1346,5.6,,https://www.gov.ie/en/press-release/dfc259-statement-from-the-national-public-health-emergency-team-saturday-16/,
Donegal,474,2,,https://www.gov.ie/en/press-release/dfc259-statement-from-the-national-public-health-emergency-team-saturday-16/,
Dublin,11657,48.8,,https://www.gov.ie/en/press-release/dfc259-statement-from-the-national-public-health-emergency-team-saturday-16/,
Galway,412,1.7,,https://www.gov.ie/en/press-release/dfc259-statement-from-the-national-public-health-emergency-team-saturday-16/,
Kerry,307,1.3,,https://www.gov.ie/en/press-release/dfc259-statement-from-the-national-public-health-emergency-team-saturday-16/,
Kildare,1357,5.7,,https://www.gov.ie/en/press-release/dfc259-statement-from-the-national-public-health-emergency-team-saturday-16/,
Kilkenny,295,1.2,,https://www.gov.ie/en/press-release/dfc259-statement-from-the-national-public-health-emergency-team-saturday-16/,
Laois,251,1.1,,https://www.gov.ie/en/press-release/dfc259-statement-from-the-national-public-health-emergency-team-saturday-16/,
Leitrim,79,0.3,,https://www.gov.ie/en/press-release/dfc259-statement-from-the-national-public-health-emergency-team-saturday-16/,
Limerick,596,2.5,,https://www.gov.ie/en/press-release/dfc259-statement-from-the-national-public-health-emergency-team-saturday-16/,
Longford,273,1.1,,https://www.gov.ie/en/press-release/dfc259-statement-from-the-national-public-health-emergency-team-saturday-16/,
Louth,741,3.1,,https://www.gov.ie/en/press-release/dfc259-statement-from-the-national-public-health-emergency-team-saturday-16/,
Mayo,542,2.3,,https://www.gov.ie/en/press-release/dfc259-statement-from-the-national-public-health-emergency-team-saturday-16/,
Meath,776,3.2,,https://www.gov.ie/en/press-release/dfc259-statement-from-the-national-public-health-emergency-team-saturday-16/,
Monaghan,468,2,,https://www.gov.ie/en/press-release/dfc259-statement-from-the-national-public-health-emergency-team-saturday-16/,
Offaly,455,1.9,,https://www.gov.ie/en/press-release/dfc259-statement-from-the-national-public-health-emergency-team-saturday-16/,
Roscommon,300,1.3,,https://www.gov.ie/en/press-release/dfc259-statement-from-the-national-public-health-emergency-team-saturday-16/,
Sligo,129,0.5,,https://www.gov.ie/en/press-release/dfc259-statement-from-the-national-public-health-emergency-team-saturday-16/,
Tipperary,521,2.2,,https://www.gov.ie/en/press-release/dfc259-statement-from-the-national-public-health-emergency-team-saturday-16/,
Waterford,144,0.6,,https://www.gov.ie/en/press-release/dfc259-statement-from-the-national-public-health-emergency-team-saturday-16/,
Westmeath,654,2.7,,https://www.gov.ie/en/press-release/dfc259-statement-from-the-national-public-health-emergency-team-saturday-16/,
Wexford,211,0.9,,https://www.gov.ie/en/press-release/dfc259-statement-from-the-national-public-health-emergency-team-saturday-16/,
Wicklow,657,2.8,,https://www.gov.ie/en/press-release/dfc259-statement-from-the-national-public-health-emergency-team-saturday-16/,
Carlow,144,0.6,,https://www.gov.ie/en/press-release/d81ecd-statement-from-the-national-public-health-emergency-team-friday-15-m/,
Cavan,774,3.3,,https://www.gov.ie/en/press-release/d81ecd-statement-from-the-national-public-health-emergency-team-friday-15-m/,
Clare,312,1.3,,https://www.gov.ie/en/press-release/d81ecd-statement-from-the-national-public-health-emergency-team-friday-15-m/,
Cork,1256,5.3,,https://www.gov.ie/en/press-release/d81ecd-statement-from-the-national-public-health-emergency-team-friday-15-m/,
Donegal,473,2,,https://www.gov.ie/en/press-release/d81ecd-statement-from-the-national-public-health-emergency-team-friday-15-m/,
Dublin,11557,48.9,,https://www.gov.ie/en/press-release/d81ecd-statement-from-the-national-public-health-emergency-team-friday-15-m/,
Galway,408,1.7,,https://www.gov.ie/en/press-release/d81ecd-statement-from-the-national-public-health-emergency-team-friday-15-m/,
Kerry,306,1.3,,https://www.gov.ie/en/press-release/d81ecd-statement-from-the-national-public-health-emergency-team-friday-15-m/,
Kildare,1352,5.7,,https://www.gov.ie/en/press-release/d81ecd-statement-from-the-national-public-health-emergency-team-friday-15-m/,
Kilkenny,293,1.2,,https://www.gov.ie/en/press-release/d81ecd-statement-from-the-national-public-health-emergency-team-friday-15-m/,
Laois,251,1.1,,https://www.gov.ie/en/press-release/d81ecd-statement-from-the-national-public-health-emergency-team-friday-15-m/,
Leitrim,77,0.3,,https://www.gov.ie/en/press-release/d81ecd-statement-from-the-national-public-health-emergency-team-friday-15-m/,
Limerick,595,2.5,,https://www.gov.ie/en/press-release/d81ecd-statement-from-the-national-public-health-emergency-team-friday-15-m/,
Longford,273,1.2,,https://www.gov.ie/en/press-release/d81ecd-statement-from-the-national-public-health-emergency-team-friday-15-m/,
Louth,740,3.1,,https://www.gov.ie/en/press-release/d81ecd-statement-from-the-national-public-health-emergency-team-friday-15-m/,
Mayo,542,2.3,,https://www.gov.ie/en/press-release/d81ecd-statement-from-the-national-public-health-emergency-team-friday-15-m/,
Meath,773,3.3,,https://www.gov.ie/en/press-release/d81ecd-statement-from-the-national-public-health-emergency-team-friday-15-m/,
Monaghan,467,2,,https://www.gov.ie/en/press-release/d81ecd-statement-from-the-national-public-health-emergency-team-friday-15-m/,
Offaly,435,1.8,,https://www.gov.ie/en/press-release/d81ecd-statement-from-the-national-public-health-emergency-team-friday-15-m/,
Roscommon,299,1.3,,https://www.gov.ie/en/press-release/d81ecd-statement-from-the-national-public-health-emergency-team-friday-15-m/,
Sligo,128,0.5,,https://www.gov.ie/en/press-release/d81ecd-statement-from-the-national-public-health-emergency-team-friday-15-m/,
Tipperary,516,2.2,,https://www.gov.ie/en/press-release/d81ecd-statement-from-the-national-public-health-emergency-team-friday-15-m/,
Waterford,144,0.6,,https://www.gov.ie/en/press-release/d81ecd-statement-from-the-national-public-health-emergency-team-friday-15-m/,
Westmeath,652,2.8,,https://www.gov.ie/en/press-release/d81ecd-statement-from-the-national-public-health-emergency-team-friday-15-m/,
Wexford,208,0.9,,https://www.gov.ie/en/press-release/d81ecd-statement-from-the-national-public-health-emergency-team-friday-15-m/,
Wicklow,652,2.8,,https://www.gov.ie/en/press-release/d81ecd-statement-from-the-national-public-health-emergency-team-friday-15-m/,
Carlow,143,0.6,,https://www.gov.ie/en/press-release/d65820-statement-from-the-national-public-health-emergency-team-thursday-14/,
Cavan,767,3.3,,https://www.gov.ie/en/press-release/d65820-statement-from-the-national-public-health-emergency-team-thursday-14/,
Clare,308,1.3,,https://www.gov.ie/en/press-release/d65820-statement-from-the-national-public-health-emergency-team-thursday-14/,
Cork,1249,5.3,,https://www.gov.ie/en/press-release/d65820-statement-from-the-national-public-health-emergency-team-thursday-14/,
Donegal,473,2.1,,https://www.gov.ie/en/press-release/d65820-statement-from-the-national-public-health-emergency-team-thursday-14/,
Dublin,11308,48.7,,https://www.gov.ie/en/press-release/d65820-statement-from-the-national-public-health-emergency-team-thursday-14/,
Galway,405,1.7,,https://www.gov.ie/en/press-release/d65820-statement-from-the-national-public-health-emergency-team-thursday-14/,
Kerry,305,1.3,,https://www.gov.ie/en/press-release/d65820-statement-from-the-national-public-health-emergency-team-thursday-14/,
Kildare,1348,5.8,,https://www.gov.ie/en/press-release/d65820-statement-from-the-national-public-health-emergency-team-thursday-14/,
Kilkenny,292,1.2,,https://www.gov.ie/en/press-release/d65820-statement-from-the-national-public-health-emergency-team-thursday-14/,
Laois,249,1.1,,https://www.gov.ie/en/press-release/d65820-statement-from-the-national-public-health-emergency-team-thursday-14/,
Leitrim,77,0.3,,https://www.gov.ie/en/press-release/d65820-statement-from-the-national-public-health-emergency-team-thursday-14/,
Limerick,591,2.5,,https://www.gov.ie/en/press-release/d65820-statement-from-the-national-public-health-emergency-team-thursday-14/,
Longford,272,1.2,,https://www.gov.ie/en/press-release/d65820-statement-from-the-national-public-health-emergency-team-thursday-14/,
Louth,734,3.2,,https://www.gov.ie/en/press-release/d65820-statement-from-the-national-public-health-emergency-team-thursday-14/,
Mayo,541,2.3,,https://www.gov.ie/en/press-release/d65820-statement-from-the-national-public-health-emergency-team-thursday-14/,
Meath,770,3.3,,https://www.gov.ie/en/press-release/d65820-statement-from-the-national-public-health-emergency-team-thursday-14/,
Monaghan,464,2,,https://www.gov.ie/en/press-release/d65820-statement-from-the-national-public-health-emergency-team-thursday-14/,
Offaly,362,1.6,,https://www.gov.ie/en/press-release/d65820-statement-from-the-national-public-health-emergency-team-thursday-14/,
Roscommon,298,1.3,,https://www.gov.ie/en/press-release/d65820-statement-from-the-national-public-health-emergency-team-thursday-14/,
Sligo,128,0.6,,https://www.gov.ie/en/press-release/d65820-statement-from-the-national-public-health-emergency-team-thursday-14/,
Tipperary,524,2.3,,https://www.gov.ie/en/press-release/d65820-statement-from-the-national-public-health-emergency-team-thursday-14/,
Waterford,144,0.6,,https://www.gov.ie/en/press-release/d65820-statement-from-the-national-public-health-emergency-team-thursday-14/,
Westmeath,648,2.8,,https://www.gov.ie/en/press-release/d65820-statement-from-the-national-public-health-emergency-team-thursday-14/,
Wexford,208,0.9,,https://www.gov.ie/en/press-release/d65820-statement-from-the-national-public-health-emergency-team-thursday-14/,
Wicklow,651,2.8,,https://www.gov.ie/en/press-release/d65820-statement-from-the-national-public-health-emergency-team-thursday-14/,
Carlow,143,0.62,,https://www.gov.ie/en/press-release/0c4499-statement-from-the-national-public-health-emergency-team-wednesday-13-may/,
Cavan,765,3.31,,https://www.gov.ie/en/press-release/0c4499-statement-from-the-national-public-health-emergency-team-wednesday-13-may/,
Clare,308,1.33,,https://www.gov.ie/en/press-release/0c4499-statement-from-the-national-public-health-emergency-team-wednesday-13-may/,
Cork,1238,5.35,,https://www.gov.ie/en/press-release/0c4499-statement-from-the-national-public-health-emergency-team-wednesday-13-may/,
Donegal,472,2.04,,https://www.gov.ie/en/press-release/0c4499-statement-from-the-national-public-health-emergency-team-wednesday-13-may/,
Dublin,11242,48.57,,https://www.gov.ie/en/press-release/0c4499-statement-from-the-national-public-health-emergency-team-wednesday-13-may/,
Galway,402,1.74,,https://www.gov.ie/en/press-release/0c4499-statement-from-the-national-public-health-emergency-team-wednesday-13-may/,
Kerry,305,1.32,,https://www.gov.ie/en/press-release/0c4499-statement-from-the-national-public-health-emergency-team-wednesday-13-may/,
Kildare,1344,5.81,,https://www.gov.ie/en/press-release/0c4499-statement-from-the-national-public-health-emergency-team-wednesday-13-may/,
Kilkenny,291,1.26,,https://www.gov.ie/en/press-release/0c4499-statement-from-the-national-public-health-emergency-team-wednesday-13-may/,
Laois,249,1.08,,https://www.gov.ie/en/press-release/0c4499-statement-from-the-national-public-health-emergency-team-wednesday-13-may/,
Leitrim,75,0.32,,https://www.gov.ie/en/press-release/0c4499-statement-from-the-national-public-health-emergency-team-wednesday-13-may/,
Limerick,588,2.54,,https://www.gov.ie/en/press-release/0c4499-statement-from-the-national-public-health-emergency-team-wednesday-13-may/,
Longford,270,1.17,,https://www.gov.ie/en/press-release/0c4499-statement-from-the-national-public-health-emergency-team-wednesday-13-may/,
Louth,735,3.18,,https://www.gov.ie/en/press-release/0c4499-statement-from-the-national-public-health-emergency-team-wednesday-13-may/,
Mayo,538,2.32,,https://www.gov.ie/en/press-release/0c4499-statement-from-the-national-public-health-emergency-team-wednesday-13-may/,
Meath,769,3.32,,https://www.gov.ie/en/press-release/0c4499-statement-from-the-national-public-health-emergency-team-wednesday-13-may/,
Monaghan,458,1.98,,https://www.gov.ie/en/press-release/0c4499-statement-from-the-national-public-health-emergency-team-wednesday-13-may/,
Offaly,360,1.56,,https://www.gov.ie/en/press-release/0c4499-statement-from-the-national-public-health-emergency-team-wednesday-13-may/,
Roscommon,298,1.29,,https://www.gov.ie/en/press-release/0c4499-statement-from-the-national-public-health-emergency-team-wednesday-13-may/,
Sligo,128,0.55,,https://www.gov.ie/en/press-release/0c4499-statement-from-the-national-public-health-emergency-team-wednesday-13-may/,
Tipperary,524,2.26,,https://www.gov.ie/en/press-release/0c4499-statement-from-the-national-public-health-emergency-team-wednesday-13-may/,
Waterford,144,0.62,,https://www.gov.ie/en/press-release/0c4499-statement-from-the-national-public-health-emergency-team-wednesday-13-may/,
Westmeath,645,2.79,,https://www.gov.ie/en/press-release/0c4499-statement-from-the-national-public-health-emergency-team-wednesday-13-may/,
Wexford,206,0.89,,https://www.gov.ie/en/press-release/0c4499-statement-from-the-national-public-health-emergency-team-wednesday-13-may/,
Wicklow,647,2.8,,https://www.gov.ie/en/press-release/0c4499-statement-from-the-national-public-health-emergency-team-wednesday-13-may/,
Cavan,757,3.3%,,https://www.gov.ie/en/press-release/bc6c86-statement-from-the-national-public-health-emergency-team-tuesday-12-/,
Clare,306,1.3%,,https://www.gov.ie/en/press-release/bc6c86-statement-from-the-national-public-health-emergency-team-tuesday-12-/,
Cork,1234,5.3%,,https://www.gov.ie/en/press-release/bc6c86-statement-from-the-national-public-health-emergency-team-tuesday-12-/,
Donegal,474,2.1%,,https://www.gov.ie/en/press-release/bc6c86-statement-from-the-national-public-health-emergency-team-tuesday-12-/,
Dublin,11235,48.7%,,https://www.gov.ie/en/press-release/bc6c86-statement-from-the-national-public-health-emergency-team-tuesday-12-/,
Galway,400,1.7%,,https://www.gov.ie/en/press-release/bc6c86-statement-from-the-national-public-health-emergency-team-tuesday-12-/,
Kerry,305,1.3%,,https://www.gov.ie/en/press-release/bc6c86-statement-from-the-national-public-health-emergency-team-tuesday-12-/,
Kildare,1337,5.8%,,https://www.gov.ie/en/press-release/bc6c86-statement-from-the-national-public-health-emergency-team-tuesday-12-/,
Kilkenny,284,1.2%,,https://www.gov.ie/en/press-release/bc6c86-statement-from-the-national-public-health-emergency-team-tuesday-12-/,
Laois,249,1.1%,,https://www.gov.ie/en/press-release/bc6c86-statement-from-the-national-public-health-emergency-team-tuesday-12-/,
Leitrim,74,0.3%,,https://www.gov.ie/en/press-release/bc6c86-statement-from-the-national-public-health-emergency-team-tuesday-12-/,
Limerick,588,2.5%,,https://www.gov.ie/en/press-release/bc6c86-statement-from-the-national-public-health-emergency-team-tuesday-12-/,
Longford,269,1.2%,,https://www.gov.ie/en/press-release/bc6c86-statement-from-the-national-public-health-emergency-team-tuesday-12-/,
Louth,733,3.2%,,https://www.gov.ie/en/press-release/bc6c86-statement-from-the-national-public-health-emergency-team-tuesday-12-/,
Mayo,537,2.3%,,https://www.gov.ie/en/press-release/bc6c86-statement-from-the-national-public-health-emergency-team-tuesday-12-/,
Meath,769,3.3%,,https://www.gov.ie/en/press-release/bc6c86-statement-from-the-national-public-health-emergency-team-tuesday-12-/,
Monaghan,454,2%,,https://www.gov.ie/en/press-release/bc6c86-statement-from-the-national-public-health-emergency-team-tuesday-12-/,
Offaly,358,1.6%,,https://www.gov.ie/en/press-release/bc6c86-statement-from-the-national-public-health-emergency-team-tuesday-12-/,
Roscommon,297,1.3%,,https://www.gov.ie/en/press-release/bc6c86-statement-from-the-national-public-health-emergency-team-tuesday-12-/,
Sligo,127,0.6%,,https://www.gov.ie/en/press-release/bc6c86-statement-from-the-national-public-health-emergency-team-tuesday-12-/,
Tipperary,524,2.3%,,https://www.gov.ie/en/press-release/bc6c86-statement-from-the-national-public-health-emergency-team-tuesday-12-/,
Waterford,143,0.6%,,https://www.gov.ie/en/press-release/bc6c86-statement-from-the-national-public-health-emergency-team-tuesday-12-/,
Westmeath,643,2.8%,,https://www.gov.ie/en/press-release/bc6c86-statement-from-the-national-public-health-emergency-team-tuesday-12-/,
Wexford,202,0.9%,,https://www.gov.ie/en/press-release/bc6c86-statement-from-the-national-public-health-emergency-team-tuesday-12-/,
Wicklow,649,2.8%,,https://www.gov.ie/en/press-release/bc6c86-statement-from-the-national-public-health-emergency-team-tuesday-12-/,
Cavan,753,3.3%,,https://www.gov.ie/en/press-release/48be4e-statement-from-the-national-public-health-emergency-team-monday-11-m/,
Clare,305,1.3%,,https://www.gov.ie/en/press-release/48be4e-statement-from-the-national-public-health-emergency-team-monday-11-m/,
Cork,1232,5.4%,,https://www.gov.ie/en/press-release/48be4e-statement-from-the-national-public-health-emergency-team-monday-11-m/,
Donegal,472,2.1%,,https://www.gov.ie/en/press-release/48be4e-statement-from-the-national-public-health-emergency-team-monday-11-m/,
Dublin,11175,48.8%,,https://www.gov.ie/en/press-release/48be4e-statement-from-the-national-public-health-emergency-team-monday-11-m/,
Galway,392,1.7%,,https://www.gov.ie/en/press-release/48be4e-statement-from-the-national-public-health-emergency-team-monday-11-m/,
Kerry,303,1.3%,,https://www.gov.ie/en/press-release/48be4e-statement-from-the-national-public-health-emergency-team-monday-11-m/,
Kildare,1331,5.8%,,https://www.gov.ie/en/press-release/48be4e-statement-from-the-national-public-health-emergency-team-monday-11-m/,
Kilkenny,280,1.2%,,https://www.gov.ie/en/press-release/48be4e-statement-from-the-national-public-health-emergency-team-monday-11-m/,
Laois,248,1.1%,,https://www.gov.ie/en/press-release/48be4e-statement-from-the-national-public-health-emergency-team-monday-11-m/,
Leitrim,74,0.3%,,https://www.gov.ie/en/press-release/48be4e-statement-from-the-national-public-health-emergency-team-monday-11-m/,
Limerick,582,2.5%,,https://www.gov.ie/en/press-release/48be4e-statement-from-the-national-public-health-emergency-team-monday-11-m/,
Longford,267,1.2%,,https://www.gov.ie/en/press-release/48be4e-statement-from-the-national-public-health-emergency-team-monday-11-m/,
Louth,730,3.2%,,https://www.gov.ie/en/press-release/48be4e-statement-from-the-national-public-health-emergency-team-monday-11-m/,
Mayo,522,2.3%,,https://www.gov.ie/en/press-release/48be4e-statement-from-the-national-public-health-emergency-team-monday-11-m/,
Meath,760,3.3%,,https://www.gov.ie/en/press-release/48be4e-statement-from-the-national-public-health-emergency-team-monday-11-m/,
Monaghan,449,2%,,https://www.gov.ie/en/press-release/48be4e-statement-from-the-national-public-health-emergency-team-monday-11-m/,
Offaly,351,1.5%,,https://www.gov.ie/en/press-release/48be4e-statement-from-the-national-public-health-emergency-team-monday-11-m/,
Roscommon,247,1.1%,,https://www.gov.ie/en/press-release/48be4e-statement-from-the-national-public-health-emergency-team-monday-11-m/,
Sligo,123,0.5%,,https://www.gov.ie/en/press-release/48be4e-statement-from-the-national-public-health-emergency-team-monday-11-m/,
Tipperary,523,2.3%,,https://www.gov.ie/en/press-release/48be4e-statement-from-the-national-public-health-emergency-team-monday-11-m/,
Waterford,143,0.6%,,https://www.gov.ie/en/press-release/48be4e-statement-from-the-national-public-health-emergency-team-monday-11-m/,
Westmeath,643,2.8%,,https://www.gov.ie/en/press-release/48be4e-statement-from-the-national-public-health-emergency-team-monday-11-m/,
Wexford,202,0.9%,,https://www.gov.ie/en/press-release/48be4e-statement-from-the-national-public-health-emergency-team-monday-11-m/,
Wicklow,646,2.8%,,https://www.gov.ie/en/press-release/48be4e-statement-from-the-national-public-health-emergency-team-monday-11-m/,
Cavan,752,3.3%,,https://www.gov.ie/en/press-release/6f71dd-statement-from-the-national-public-health-emergency-team-sunday-10-m/,
Clare,303,1.3%,,https://www.gov.ie/en/press-release/6f71dd-statement-from-the-national-public-health-emergency-team-sunday-10-m/,
Cork,1207,5.4%,,https://www.gov.ie/en/press-release/6f71dd-statement-from-the-national-public-health-emergency-team-sunday-10-m/,
Donegal,469,2.1%,,https://www.gov.ie/en/press-release/6f71dd-statement-from-the-national-public-health-emergency-team-sunday-10-m/,
Dublin,11068,48.8%,,https://www.gov.ie/en/press-release/6f71dd-statement-from-the-national-public-health-emergency-team-sunday-10-m/,
Galway,388,1.7%,,https://www.gov.ie/en/press-release/6f71dd-statement-from-the-national-public-health-emergency-team-sunday-10-m/,
Kerry,303,1.3%,,https://www.gov.ie/en/press-release/6f71dd-statement-from-the-national-public-health-emergency-team-sunday-10-m/,
Kildare,1324,5.8%,,https://www.gov.ie/en/press-release/6f71dd-statement-from-the-national-public-health-emergency-team-sunday-10-m/,
Kilkenny,277,1.2%,,https://www.gov.ie/en/press-release/6f71dd-statement-from-the-national-public-health-emergency-team-sunday-10-m/,
Laois,247,1.1%,,https://www.gov.ie/en/press-release/6f71dd-statement-from-the-national-public-health-emergency-team-sunday-10-m/,
Leitrim,66,0.3%,,https://www.gov.ie/en/press-release/6f71dd-statement-from-the-national-public-health-emergency-team-sunday-10-m/,
Limerick,572,2.5%,,https://www.gov.ie/en/press-release/6f71dd-statement-from-the-national-public-health-emergency-team-sunday-10-m/,
Longford,264,1.2%,,https://www.gov.ie/en/press-release/6f71dd-statement-from-the-national-public-health-emergency-team-sunday-10-m/,
Louth,721,3.2%,,https://www.gov.ie/en/press-release/6f71dd-statement-from-the-national-public-health-emergency-team-sunday-10-m/,
Mayo,522,2.3%,,https://www.gov.ie/en/press-release/6f71dd-statement-from-the-national-public-health-emergency-team-sunday-10-m/,
Meath,758,3.4%,,https://www.gov.ie/en/press-release/6f71dd-statement-from-the-national-public-health-emergency-team-sunday-10-m/,
Monaghan,447,2%,,https://www.gov.ie/en/press-release/6f71dd-statement-from-the-national-public-health-emergency-team-sunday-10-m/,
Offaly,350,1.6%,,https://www.gov.ie/en/press-release/6f71dd-statement-from-the-national-public-health-emergency-team-sunday-10-m/,
Roscommon,235,1%,,https://www.gov.ie/en/press-release/6f71dd-statement-from-the-national-public-health-emergency-team-sunday-10-m/,
Sligo,116,0.5%,,https://www.gov.ie/en/press-release/6f71dd-statement-from-the-national-public-health-emergency-team-sunday-10-m/,
Tipperary,517,2.3%,,https://www.gov.ie/en/press-release/6f71dd-statement-from-the-national-public-health-emergency-team-sunday-10-m/,
